username, created_at, lng, lat, text
DoesItSoEasley, Tue Apr 21 03:33:14 +0000 2020, -87.732013, 41.833585, Mariah wrote, produced and sang her entire catalogue (in that order). And 30 years later, the youth still love her. 
mike_marcotte, Tue Apr 21 03:33:14 +0000 2020, -93.262046, 44.970610, I miss Chi-Chi’s**pre-Hepatitis 
ChRESISTopher, Tue Apr 21 03:33:14 +0000 2020, -86.791549, 36.200008, TBH, “Jesus is my vaccine" people, the efficacy of 2,000 year old middle eastern religious figures for virologic tr… https://t.co/u2bcdcni0g 
IsadoraCrb, Tue Apr 21 03:33:14 +0000 2020, -104.760861, 39.523531, Minhas pernas doi hoje abusei 
willmoriarty86, Tue Apr 21 03:33:14 +0000 2020, -95.446486, 29.838495, Or not. Who knows. More at 11, I guesshttps://t.co/O6YHauIa6C 
TrizzeTrell, Tue Apr 21 03:33:14 +0000 2020, -84.433106, 33.767195, 12 AM on the way to the club1 AM DJ made it erupt2 AM now I'm gettin with her 3 AM now I'm splittin with her4 A… https://t.co/Bd8Q4oWCmQ 
Gnubay, Tue Apr 21 03:33:14 +0000 2020, -114.305680, 43.518929, Vintage Hand Carved Wood Hand Painted Duck Home Decor RecycledFashionShopComhttps://t.co/GeWHYNhULc 
IllDoPeYOu, Tue Apr 21 03:33:14 +0000 2020, -98.540651, 29.417501, Energy 
KingChalcedony, Tue Apr 21 03:33:14 +0000 2020, -73.948775, 40.655138, 1 
MusiqJunkie223, Tue Apr 21 03:33:14 +0000 2020, -91.090800, 30.459100, I’m glad Babyface came back. Lord knows I need joy before I cry my eyes out at this Prince tribute on CBS tomorrow. 
TVCanopy, Tue Apr 21 03:33:14 +0000 2020, -116.238001, 43.598033, Great Monday! Thank you @cauzeapp for creating an opportunity for #ShadeCity2020 folks to invest in our city trees!… https://t.co/j9ppH8JYJb 
DOPEITSTOM, Tue Apr 21 03:33:14 +0000 2020, -81.332294, 28.757486, @randal1211 I remember nearly tearing up because of this fucker 
VelozEdwin, Tue Apr 21 03:33:14 +0000 2020, -100.293591, 25.641718, @DiegooGuerra Puedes terminar en la cárcel https://t.co/zbiUpI1GCU 
jakewebb129, Tue Apr 21 03:33:14 +0000 2020, -86.441236, 39.766555, @jaazafresh @TL1994 @bhabiekath666 @getjada “What’s wrong with that?” 😂 what is wrong with you? 
NewportNick355, Tue Apr 21 03:33:14 +0000 2020, -117.874032, 33.617638, @MomsOopsBaby Looks Like Jimmy Haslem wiped his ARRRRSSE on them. 
miss_lady_diva, Tue Apr 21 03:33:14 +0000 2020, -90.158017, 32.230987, Jesus! I didn't realize.. 
KissyCakess, Tue Apr 21 03:33:14 +0000 2020, -91.811755, 29.993466, 4/20 🤔 
sisisicece, Tue Apr 21 03:33:14 +0000 2020, -87.972770, 43.170568, @weverseshop HEY CAN YOU COMBINE ALL MY ORDERS?? NOT COOL SECRETLY RESTOCKING 😭😭 
NettlesNation, Tue Apr 21 03:33:14 +0000 2020, -85.978600, 35.830522, .@gw27 #RedneckWoman, #np on the #AllGirlPowerHour on https://t.co/4VBKpEkcjN! 💃🎤📻🐸💚 https://t.co/De7QCHJWpF 
WriterWrenee, Tue Apr 21 03:33:15 +0000 2020, -70.292545, 43.696187, #TrumpCoronavirusTestFailure #TrumpCoronaVirusTestDisaster #TrumpGenocide #TrumpLiesPeopleDie… https://t.co/YVlbpp5ldN 
princessannah8, Tue Apr 21 03:33:15 +0000 2020, -88.006579, 41.931296, @NeatScotch @Baligubadle1 @JoeBiden Yes it will by God's will 
AriasWalberth, Tue Apr 21 03:33:15 +0000 2020, -97.135638, 32.701850, @VeryAngelic_8 La gaviota ratera pero más bonita 
daviru, Tue Apr 21 03:33:15 +0000 2020, -75.770041, 42.746617, @DavidWohl @katiecouric Well done! 
lifeofahooey, Tue Apr 21 03:33:15 +0000 2020, -78.159937, 43.901257, This Christmas season is so far away but it’s going to be such a blessed &amp; special season. I can feel it. 😍 
MCreech1971, Tue Apr 21 03:33:15 +0000 2020, -80.926628, 33.631140, Stay home no paycheck for you. 
troutkelly20, Tue Apr 21 03:33:15 +0000 2020, -84.156518, 40.693911, I’ll never forget the day I met Kerri Walsh-Jennings. One of the best days ever 
buzzspinn1, Tue Apr 21 03:33:15 +0000 2020, -78.657837, 35.843981, @vblocktheboss @djkhaled @DJNorie @ReggaeReactor @MusicGodRecords @contractor4 @cmibeats @DistroKid… https://t.co/6Ox3GWZUyi 
Mstaats13, Tue Apr 21 03:33:15 +0000 2020, -84.540633, 39.043221, @J_helton13 Right? I just feel like something really weird is going to happen and we won’t get Burrow. Would be our luck. 
BrettOetting, Tue Apr 21 03:33:15 +0000 2020, -97.432425, 27.737151, The skies of #seeCC https://t.co/cLNauI3p20 
SexyNoahCyrus, Tue Apr 21 03:33:16 +0000 2020, -90.331882, 38.664710, @gaygemara Looking cute 
rrobertschwartz, Tue Apr 21 03:33:16 +0000 2020, -89.569491, 44.900818, It must be #NationalStupidDay...Happy Anniversary! 
jalenmosby, Tue Apr 21 03:33:16 +0000 2020, -121.967821, 37.370990, I walk around like I’m a whole legend cause I am that already 
crutzer, Tue Apr 21 03:33:16 +0000 2020, -123.123581, 49.257639, He's on fire!! 🏀🏀🏀🔥 https://t.co/LTdJ3XjAwu 
TheMumuBinWahad, Tue Apr 21 03:33:16 +0000 2020, -83.173867, 32.678207, @JaySulton_11 💯 
ruralmidiowa, Tue Apr 21 03:33:16 +0000 2020, -93.389864, 41.938228, Leadership! 
Joet13b, Tue Apr 21 03:33:16 +0000 2020, -118.054908, 34.103189, I know this is a little late, but I’m at the theater watching “La Bamba” and I’m stunned people are crying at the e… https://t.co/SSNMpL1oX9 
andy52424866, Tue Apr 21 03:33:16 +0000 2020, -75.117998, 40.004866, Nfl draft gonna be moved too smh. I knew they wouldn’t start the season at the normal time frame didn’t think about… https://t.co/b4qOYv733f 
DesignerQueenQ, Tue Apr 21 03:33:16 +0000 2020, -89.922029, 35.133521, 🗣🗣🗣🗣🗣🗣🗣🗣🗣💯💯💯💯 
cameronpiercy, Tue Apr 21 03:33:16 +0000 2020, -98.319925, 38.498196, @ICA_CAT Since we know the reacts are faithful (thanks, Sumner et @DrBeckyHayes al @CalebTCarrPhD 2020) I wish I co… https://t.co/S3AoO4V90m 
AndreaGastelumH, Tue Apr 21 03:33:16 +0000 2020, -111.498181, 28.969863, Oigan si cansa no hacer nada en todo el día 
andoerr, Tue Apr 21 03:33:16 +0000 2020, -124.038828, 44.867159, Everything about this story is infuriating and highlights everything wrong with this country. https://t.co/Vr1xCX924U 
FatBoi843, Tue Apr 21 03:33:17 +0000 2020, -79.780308, 34.182661, This three dimensional genome structure plays a significant role in transcriptional regulation 
changds, Tue Apr 21 03:33:17 +0000 2020, -71.088712, 42.313670, @NaturalNipple Thank you for doing what you’re doing 🙏 
511NY, Tue Apr 21 03:33:17 +0000 2020, -73.879501, 40.770198, Construction on #GrandCentralParkway EB at Exit 6  - LaGuardia Airport Terminal B and 94th Street https://t.co/ES2qXeVbDw 
511NYC, Tue Apr 21 03:33:17 +0000 2020, -73.878011, 40.887529, Updated: Incident on #4Line Both directions from Woodlawn Station to Utica Avenue-Crown Hts Station https://t.co/3PK7NvS7sS 
Mikesha91201579, Tue Apr 21 03:33:17 +0000 2020, -117.603783, 34.045158, https://t.co/lSQChSHuUv 
servaun, Tue Apr 21 03:33:17 +0000 2020, -87.732013, 41.833585, @a_monique94 https://t.co/01asfzoipy 
ENVYmeALLuWANT, Tue Apr 21 03:33:17 +0000 2020, -76.444969, 39.387716, @BeauTee_Mole 😂😂🤞🏾💞nope 
angelva76730766, Tue Apr 21 03:33:17 +0000 2020, -111.931711, 34.168253, Bruh no matter how much I try I can never completely fw my sister we just don’t get along n don’t see eye to eye 
dkoelk, Tue Apr 21 03:33:17 +0000 2020, -78.758034, 39.663300, Wait friends are still illegal nvm get away from me criminals 
VirallyAds, Tue Apr 21 03:33:17 +0000 2020, -73.977182, 40.780751, #BillionShields Challenge is here! ?I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus!… https://t.co/Y5Mjc4wq0p 
yourlovebri, Tue Apr 21 03:33:17 +0000 2020, -118.113076, 33.844650, Happy 420😂 https://t.co/24NoKaJrnb 
scottyda78, Tue Apr 21 03:33:17 +0000 2020, -121.951252, 49.137310, What if Pippen stayed in Seattle? #TheLastDance 
webbmw17, Tue Apr 21 03:33:17 +0000 2020, -151.247946, 60.565454, Class action lawsuit against FOX news now! 
sportstoons, Tue Apr 21 03:33:17 +0000 2020, -97.552161, 35.482844, @angiehaberland He’s been busy lying 
BrandonGBlake, Tue Apr 21 03:33:17 +0000 2020, -87.308727, 30.462642, Given that America is built on white supremacy and racism, they'll turn the other way as people are killed 
B0nanzaDuke, Tue Apr 21 03:33:17 +0000 2020, -83.804475, 27.698682, In a historical perspective they were seen as mongrels. As less than the "pure breed" so please spare me your racis… https://t.co/0pY02Im27N 
flwrsange, Tue Apr 21 03:33:17 +0000 2020, -95.446486, 29.838495, Thinking about those Twix’s I left in my locker at work 😓 
brendafactor2, Tue Apr 21 03:33:17 +0000 2020, -120.583402, 44.145437, @NickMiller510 Natural selection at work. 
Erock808, Tue Apr 21 03:33:17 +0000 2020, -157.743738, 21.392684, I'm at @PrimaKailua in Kailua, HI w/ @donkeykong808 @alika_nygiants https://t.co/TkpkCuNcwi 
511NY, Tue Apr 21 03:33:17 +0000 2020, -73.878011, 40.887529, Updated: Incident on #4Line Both directions from Woodlawn Station to Utica Avenue-Crown Hts Station https://t.co/58DET2VIlI 
alithepoet_, Tue Apr 21 03:33:17 +0000 2020, -81.228315, 31.983883, I’m so hungry 
LarryDa14142597, Tue Apr 21 03:33:17 +0000 2020, -96.839573, 32.405584, @DanRather We can’t fix stupid!  You can’t reason with it ether!   We can only witness it! So take note! It’s the t… https://t.co/QxyS6AullW 
CharlieCofefe, Tue Apr 21 03:33:17 +0000 2020, -95.057125, 29.665807, I have wanted to see immigration halted for a long time! Before the leaders lost their minds we allowed immigration… https://t.co/8wQUx8jYt6 
love_taty___, Tue Apr 21 03:33:17 +0000 2020, -77.014398, 38.898603, Taking your braids out is a form of exercise 
ZackZiggyPopMac, Tue Apr 21 03:33:17 +0000 2020, -73.831187, 40.670879, @PONCEVNO At this point. They need to start denying service to idiots who choose to do stupid things. It's so not f… https://t.co/feqwaXPeKK 
511ny456, Tue Apr 21 03:33:17 +0000 2020, -73.878011, 40.887529, Updated: Incident on #4Line Both directions from Woodlawn Station to Utica Avenue-Crown Hts Station https://t.co/Gk8UxBSbGR 
CasseynotCassie, Tue Apr 21 03:33:17 +0000 2020, -119.025163, 35.346902, I have my environmental exam but im@not ready 😂 
wolfast, Tue Apr 21 03:33:18 +0000 2020, -81.956283, 35.058970, Y'know the thing about a shark, he's got... lifeless eyes, black eyes, like a doll's eyes. 
Jtbaud249, Tue Apr 21 03:33:18 +0000 2020, -114.159286, 46.238170, Josta was so good! 
bigrush78, Tue Apr 21 03:33:18 +0000 2020, -80.178392, 26.039680, They’re both racists who used power and prestige to get what they want.  Choose which is the lesser of evil 
Tyseanb, Tue Apr 21 03:33:18 +0000 2020, -118.131964, 34.177310, Sooo excited for my bro! 💯🤝 of only y'all knew 
511NYC, Tue Apr 21 03:33:18 +0000 2020, -73.879501, 40.770198, Construction on #GrandCentralParkway EB at Exit 6  - LaGuardia Airport Terminal B and 94th Street https://t.co/ujEZl94LVE 
maIibunights, Tue Apr 21 03:33:18 +0000 2020, -73.909795, 41.590396, @pauljasonklein u ok buddy 
eversincesea, Tue Apr 21 03:33:18 +0000 2020, -120.882482, 47.273022, @pauljasonklein honestly to the most crowded place possible 
5THCONSCIOUS, Tue Apr 21 03:33:18 +0000 2020, -73.948775, 40.655138, CAAAAAAAAAAN WEEEEEEEE TALKKKKKKKKKKKK FOR A MINUUUUUUUTTTEEEEEEEEEEEEEEEEEEEEEEEEEEE 
MrsDeHaan1, Tue Apr 21 03:33:18 +0000 2020, -157.937057, 21.404041, @TechNinjaTodd Gets it!  Our number one priority is our students. Today, I spent my day filming lessons, conferring… https://t.co/QiqfG7mcsH 
queen_collers, Tue Apr 21 03:33:18 +0000 2020, -74.556047, 40.892542, @koalapuffss https://t.co/0Wr3ZT4fyM 
SharonT910121, Tue Apr 21 03:33:18 +0000 2020, -100.076888, 31.168893, Thank you President Trump!You always take care of the American people. 
kelssss7, Tue Apr 21 03:33:18 +0000 2020, -96.054091, 32.193595, I’ve been so bored I showered 3 times today 
EdMcDonough1, Tue Apr 21 03:33:18 +0000 2020, -76.615181, 39.396352, @StaceyJ61750817 @wbaltv11 @LarryHogan @GovLarryHogan Um, who told you the tests are being sent to South Korea? 
caleightyson01, Tue Apr 21 03:33:18 +0000 2020, -79.861034, 35.170499, @dianora_diaz i was waiting for you to see that LMAOOO 
CharlieButtons, Tue Apr 21 03:33:19 +0000 2020, -87.732013, 41.833585, 👅👅👅 https://t.co/FZllQi3rPd 
Mannyy3o5, Tue Apr 21 03:33:19 +0000 2020, -80.178392, 26.039680, Karma 
firecloak, Tue Apr 21 03:33:19 +0000 2020, -91.090800, 30.459100, A bird lay its eggs by my front door! Mom bird looks like a Bewick's Wren! #birdwatching https://t.co/hxT50b0S5g 
Gatdomom, Tue Apr 21 03:33:19 +0000 2020, -82.441838, 34.953849, @carbonatedcooch Oh if he was serious than yeah understandableDelete men 2020 
urcynsaition, Tue Apr 21 03:33:19 +0000 2020, -75.117998, 40.004866, #essential 
TheJCCarpenter, Tue Apr 21 03:33:19 +0000 2020, -98.540651, 29.417501, @NoisyHuevos Yup! One of the BEST! 
Deboraaah96, Tue Apr 21 03:33:19 +0000 2020, -97.285913, 32.779967, Why am I craving Don Julio? Smh 🤦🏻‍♀️ 
transientnumber, Tue Apr 21 03:33:19 +0000 2020, -72.973717, 43.605722, I meant to say Franklin.! 
ireneMi95929201, Tue Apr 21 03:33:19 +0000 2020, -118.076746, 33.907251, @Jim_Jordan Why don’t you go to church with your fellow Trumptards Gym, you crazy MF 
DavenportLH18, Tue Apr 21 03:33:19 +0000 2020, -97.057882, 33.087951, Self care is just turning it all off sometimes. News, computers, etc! Take a break and recharge. #lisdchat 
RecklessC_4, Tue Apr 21 03:33:19 +0000 2020, -84.202565, 39.430269, Marcos chicken dippers with ranch are 🤤🤤🤤🤤🤤 
taabula_rasaa, Tue Apr 21 03:33:19 +0000 2020, -106.737438, 32.342299, I Am Not Okay With This is the show I would have projected myself onto in high school. 
Oskharacreates, Tue Apr 21 03:33:20 +0000 2020, -112.124676, 33.552863, @IWeeniee Ayeee! Love that for me! 😂💓 goes with my name 
_MOST__HATED_, Tue Apr 21 03:33:19 +0000 2020, -83.173867, 32.678207, https://t.co/UBw83Bda8e 
EarlGrace_T_, Tue Apr 21 03:33:20 +0000 2020, -77.236969, 38.805115, @courtneysloane_ Lmao, but it’s anger for the right reasons! 🤣 
maritza_cuautle, Tue Apr 21 03:33:20 +0000 2020, -89.266508, 39.739300, Yooo‼️ #TheMandalorian #Season2 
kaitxjohnson, Tue Apr 21 03:33:20 +0000 2020, -86.741158, 33.451301, @pauljasonklein hey p i hope you are doing okay tonight i miss u and cant wait for new lany xx 
DessiiWorld, Tue Apr 21 03:33:20 +0000 2020, -95.446486, 29.838495, Lmfaooo same unless i eat an edible 
navarretesama, Tue Apr 21 03:33:20 +0000 2020, -95.446486, 29.838495, Literally 
PaigePattyother, Tue Apr 21 03:33:20 +0000 2020, -95.913642, 36.109392, Happy holidays https://t.co/1hFLqwMwvm 
itsmejess06, Tue Apr 21 03:33:20 +0000 2020, -115.135165, 36.060964, Like I’m living my best life why u so mad. 
BessFinea, Tue Apr 21 03:33:20 +0000 2020, -97.432425, 27.737151, why does this tweet have no likes 
69UILTAZ, Tue Apr 21 03:33:20 +0000 2020, -95.446486, 29.838495, @KatyofHouston https://t.co/u3s72dhddO 
bonjasonja424, Tue Apr 21 03:33:20 +0000 2020, -76.814529, 39.150003, Ok... 
Dick_Ballsworth, Tue Apr 21 03:33:20 +0000 2020, -75.028639, 39.789530, @ANikmareOnElmSt Its so good looking of a thumbnail 
SmokeYCE_, Tue Apr 21 03:33:20 +0000 2020, -120.987468, 37.663817, Dis shit right here nigga 😂 
carmandavis63, Tue Apr 21 03:33:20 +0000 2020, -80.926628, 33.631140, @ScottPresler @wright2you_kim Go Patriot!! 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸 
KySandy, Tue Apr 21 03:33:20 +0000 2020, -82.672376, 38.452657, ...@_EPluribusUnum @MemphisJohnny1 @Charenity 
CoachHasz, Tue Apr 21 03:33:20 +0000 2020, -92.963887, 45.830062, Quick Analysis: Ellie Hasz https://t.co/4q8v0LYZrs 
TracyLCotton, Tue Apr 21 03:33:20 +0000 2020, -82.473503, 35.338732, @InglesDietitian Ooooh my fault - just realized my multivitamin has green tea in it for metabolism boost. The herba… https://t.co/dTL8OJYGmU 
jtcp2013, Tue Apr 21 03:33:21 +0000 2020, -70.683829, 41.931593, Kim Jong Un recovering after cardiovascular procedure, South Korean media says https://t.co/IwpKqIFpA7 #FoxNews 
RealParkerJ, Tue Apr 21 03:33:20 +0000 2020, -87.732013, 41.833585, POV: off to dump my quartantine booze raw materials in recycling for the week. alcoholism but make it chic xox 🥂 https://t.co/KeLiT6a1e6 
NoMansKitty, Tue Apr 21 03:33:21 +0000 2020, -123.279343, 44.569246, @THEVinceRusso I would say when the internet gained popularity. When people find out that you can say whatever you… https://t.co/mjCG0qXD7a 
FlukerJustyn, Tue Apr 21 03:33:21 +0000 2020, -122.228685, 37.791994, Fuck some , ALOOOT😂😂 
WithTheStick, Tue Apr 21 03:33:21 +0000 2020, -73.117467, 40.859132, @brianboom135 @SugaSeanMMA @MikeHeck_JR @ufc Boom when is the next livestream 
BluezBayouz, Tue Apr 21 03:33:21 +0000 2020, -82.447160, 28.219121, @DavMicRot https://t.co/6zsFkFoucP 
NarlynVenice, Tue Apr 21 03:33:21 +0000 2020, -83.152768, 42.666643, On amazon searching for canvases bc I want to paint something weird this week 
startabuzz, Tue Apr 21 03:33:21 +0000 2020, -73.278146, 41.174649, @RobGeorge I cannot do another four years of this. 
kathaltoveros, Tue Apr 21 03:33:21 +0000 2020, -79.272570, 43.629311, Gusto ko nung pancake ni lola shaning sa canteen dun sa Lsa🥺🤤🤤 
MarkDoy14183997, Tue Apr 21 03:33:21 +0000 2020, -74.074849, 40.078525, This is huge what Trump has been grooming  for all his life. It's Logistics don't you know - a million masks here -… https://t.co/v7r4pt879X 
UCMOMOCHAN, Tue Apr 21 03:33:21 +0000 2020, -73.968542, 40.780709, なかなか、面白い🤣良い作戦ですね‼️ 
lsaiahjdelgado, Tue Apr 21 03:33:21 +0000 2020, -121.641268, 36.689149, What you doing in 10 years when you try to get a job and youre employer pull out a screenshot of your OnlyFans and… https://t.co/lGlMg0Mf6A 
TaffyPinkDino, Tue Apr 21 03:33:21 +0000 2020, -82.985772, 39.994684, @PicklesWolf I'd be scared to!! 
XicanoDeKCenMKE, Tue Apr 21 03:33:21 +0000 2020, -87.894986, 43.116804, @WonderKing82 Kamala Harris 
SirEvanDrakee, Tue Apr 21 03:33:21 +0000 2020, -119.025163, 35.346902, One of the best podcasts of the year. My mind is always blown away by these two. #COVID19 #QuarantineLifehttps://t.co/qEgQyONemX 
NoyahKing, Tue Apr 21 03:33:21 +0000 2020, -79.995359, 35.995054, I want something sweet :/ 
outuhcontrol, Tue Apr 21 03:33:22 +0000 2020, -98.540651, 29.417501, Travis Scott x CANT SAY music video &gt;&gt; 
test5geo1798, Tue Apr 21 03:33:22 +0000 2020, -122.416738, 37.776796, TEST_PLACE: 1e846a5e-9555-48bd-91a1-f6561f3353df 
msunleashed5123, Tue Apr 21 03:33:22 +0000 2020, -97.135638, 32.701850, Did y’all know In a healthy trusting relationship you can have a life outside of your relationship, have friends of… https://t.co/24QdYiQ4Tr 
hiimegankaye, Tue Apr 21 03:33:22 +0000 2020, -97.754724, 30.323346, • When Harry Met Sally • 10 Things I Hate About You • Love &amp; Basketball • The Dark Knight • Dazed &amp; Confused… https://t.co/LTLKKfFrWz 
RunBklyn, Tue Apr 21 03:33:22 +0000 2020, -73.948775, 40.655138, My Twitter froze like this https://t.co/l5fHvWLhqT 
Kalifornicatin_, Tue Apr 21 03:33:22 +0000 2020, -97.753840, 31.079307, Naa. 
arjoon79, Tue Apr 21 03:33:22 +0000 2020, -79.272570, 43.629311, Restraining order lifted!!! 
ChristinaLords, Tue Apr 21 03:33:22 +0000 2020, -116.238001, 43.598033, @mikesatz OH LORD. OHHH LORD. OH I AM NOT HOLDING IT TOGETHER. 
hatchell_jr, Tue Apr 21 03:33:23 +0000 2020, -79.861034, 35.170499, @Benzene21 Yea they blamed Geoge Hill and Jr, when L36ron had the ball down 1 with 6'3" Curry on him and decided to pass the ball 
FurbaitRaccon, Tue Apr 21 03:33:23 +0000 2020, -82.213998, 41.292714, @justinrodxx hey 
HazeeelMarin, Tue Apr 21 03:33:23 +0000 2020, -80.345263, 27.300765, aquí llorando como una loser porque le agregaron 30 días más a la apertura del aeropuerto y extraño a mi novio como no tienen maldita idea 
SSFCFOTY13, Tue Apr 21 03:33:23 +0000 2020, -122.382868, 47.667419, @nate_bowling https://t.co/V2MBkJD0ni 
Mechanical_15, Tue Apr 21 03:33:23 +0000 2020, -97.228732, 32.809163, Bale and Keaton. No brainer 
shiftourpower, Tue Apr 21 03:33:23 +0000 2020, -71.088712, 42.313670, @CostaSamaras I’ve been thinking the same thing. 
bradengw, Tue Apr 21 03:33:23 +0000 2020, -86.611411, 34.706027, @susankey_key I hear you... And we want to as well... But I wouldn't... Until we know the full behavior of the… https://t.co/yC1hszQs81 
Xoxo_carlitos, Tue Apr 21 03:33:23 +0000 2020, -121.581229, 37.004844, @tapiarosalio Yo también te amo 
matthorsnell, Tue Apr 21 03:33:23 +0000 2020, -87.129218, 35.974401, @UNC_Basketball @mcnasty_0 “As long as me, Touché, and Jerry are here, we ain’t ever losing here (Duke).”- Rasheed… https://t.co/sGTLxH6IyK 
_CryptoCurator, Tue Apr 21 03:33:23 +0000 2020, -77.349051, 39.041418, @AltcoinDailyio I'll have to go back and watch but I'm sure you guys had fun with the predictions 
sustopramen_, Tue Apr 21 03:33:23 +0000 2020, -73.948775, 40.655138, @balenciaga_Brat @serge_fils I was just about to say this shit. I get so confused. 
celeestefaaith, Tue Apr 21 03:33:23 +0000 2020, -89.266508, 39.739300, lizeth dedicated this song to me in high school and now i can never forget her 
johni_sweeney, Tue Apr 21 03:33:24 +0000 2020, -84.455858, 39.215124, @Mr_Lehammer Gotta moisturize the air around you 
zerocollusion, Tue Apr 21 03:33:24 +0000 2020, -115.135165, 36.060964, This has that nazi S Miller written all over it. 
TACO_Genesis, Tue Apr 21 03:33:24 +0000 2020, -94.129977, 39.007599, @no_elbows Yo ass goofy as hell 
_electricmike, Tue Apr 21 03:33:24 +0000 2020, -106.417430, 31.793368, 😂 
gabby_hawkins1, Tue Apr 21 03:33:24 +0000 2020, -89.876449, 32.571032, blah blah blah . that’s all i hear from you 
seandaustin, Tue Apr 21 03:33:24 +0000 2020, -73.860857, 40.944568, @christina09222 @LvAVB_ASOT1PNW @annabellemovie Ha I do for a little while longer 
EberhardGeorgi, Tue Apr 21 03:33:24 +0000 2020, -78.853563, 42.896230, @TribuneBasement @JCVD77 @KFaulders Bravo! Correct! 
em_ingram, Tue Apr 21 03:33:24 +0000 2020, -79.272570, 43.629311, Every single night. 
summersebastian, Tue Apr 21 03:33:24 +0000 2020, -85.768241, 37.822244, The most Sabrina Sebastian type of advice I have ever heard in my life.. @sabrinas 
maconsbookstore, Tue Apr 21 03:33:24 +0000 2020, -83.654079, 32.848817, https://t.co/smJ6G22nxZ 
EffinghamAD, Tue Apr 21 03:33:24 +0000 2020, -81.223134, 32.277966, Enjoyed having our new FAVORITE sports reporter at Rebel Fields tonight!!! Thanks @AmyZimmerWJCL for coming out ton… https://t.co/kdeprItNC2 
piyummy, Tue Apr 21 03:33:24 +0000 2020, -77.153646, 39.145374, “I’m about to womp your Adam’s apple” 
SylviaDuh, Tue Apr 21 03:33:24 +0000 2020, -97.754724, 30.323346, Squad roll call #QuarantineLife #FullHouseChallenge #FullHouse #SquadGoals https://t.co/SnZn0B8l8a 
mmanire, Tue Apr 21 03:33:24 +0000 2020, -118.411907, 34.020789, The election is right around the corner. Join Christy Smith’s campaign, powered by the grassroots.  We have to prot… https://t.co/LplxtzTYSg 
DearBubbie, Tue Apr 21 03:33:24 +0000 2020, -82.531229, 27.284654, Yay Melanie! 
BrendaJacquelin, Tue Apr 21 03:33:25 +0000 2020, -97.477426, 25.972106, @BettyBowers Ignorance is bliss 
HannaResist, Tue Apr 21 03:33:25 +0000 2020, -122.435979, 37.770657, @ReSista_Barb @Ppkadakarla Love you very much Barbara 😉😘❤ 
Sooner1944, Tue Apr 21 03:33:25 +0000 2020, -96.605809, 33.640095, Social security is not an entitlement! 
Wardcox007, Tue Apr 21 03:33:24 +0000 2020, -78.977869, 33.609538, @squilgar @sslater1951 @AlienGamer79 @AlexandraChalup https://t.co/VT1U1VeuR5 
Tranceaholic13, Tue Apr 21 03:33:25 +0000 2020, -71.805349, 42.582977, Looooove this track from Rich, has some PvD vibes to it, imo. :) \o/ 
ayosaba, Tue Apr 21 03:33:25 +0000 2020, -94.808085, 38.886623, Haha this dumbass is inadvertently protecting the rest of the world more than Americans. Oh no! Immigrants can’t co… https://t.co/wLFXBHqB64 
jessjewelzzz, Tue Apr 21 03:33:25 +0000 2020, -100.076888, 31.168893, i’m kinda glad marty doesn’t smoke tweeds lol less to share 😏 
Cine_Ward, Tue Apr 21 03:33:25 +0000 2020, -118.411907, 34.020789, @Rover829 Obviously wasn't low-key enough 
Icerthebluelion, Tue Apr 21 03:33:25 +0000 2020, -75.583869, 39.221018, So I’m doing what I enjoy and that’s trainz. It’s keep my mind off stuff, well not completely but it’s better then… https://t.co/PUXejb3dHR 
HakuFan, Tue Apr 21 03:33:25 +0000 2020, -71.054857, 42.428694, @BraxtonSutter The Obsolete Man 
SSaysbro, Tue Apr 21 03:33:25 +0000 2020, -122.630908, 45.536402, @MikeShor Einstein’s theory of weekdays can be extended by the proctologist weakend theory. 
1Kevin_T, Tue Apr 21 03:33:25 +0000 2020, -76.510792, 38.969966, @RepJeffries As predicted... While Democrat Socialist Governors take overly excessive measures, @realDonaldTrump ge… https://t.co/Vexqq5WOLn 
airdeck, Tue Apr 21 03:33:25 +0000 2020, -74.080923, 40.428036, Is this a mr. mistoffelees scene or did a panic at the disco music video come on by mistake? 
511NY, Tue Apr 21 03:33:25 +0000 2020, -73.827425, 40.852774, Updated: Incident on #6Line Both directions from Pelham Bay Park Station to Brooklyn Bridge-City Hall Station https://t.co/ckR7S92tzH 
madmamavotes, Tue Apr 21 03:33:25 +0000 2020, -105.550890, 38.997936, @GreggJarrett @realDonaldTrump More deaths are due this week because Trump isn’t able to do his job. 
ZingoFrank, Tue Apr 21 03:33:25 +0000 2020, -77.454733, 43.232025, YA STILL BE OK AND CBS AND CBS NEWS NOW WHO ARE YOU PISSING OFF IF YOU CONTINOUE TOO MAKE YOUR TELAVISION VIEWING A… https://t.co/zl3ThBVTeF 
gayla_pruett, Tue Apr 21 03:33:25 +0000 2020, -98.540651, 29.417501, @StephenKing Can’t wait! 
test5geo1798, Tue Apr 21 03:33:25 +0000 2020, -122.398720, 37.781157, TEST_LAT/LON: 4e7cf5cb-e318-4cfc-a1e3-c3038788ddd4 
ltzybtsyspdr, Tue Apr 21 03:33:25 +0000 2020, -96.621634, 32.907642, @kensiewills lol it’s been full force since they split up? 
Pokiehead, Tue Apr 21 03:33:25 +0000 2020, -122.435979, 37.770657, @ChuckeEChaves hahahahah 
