username, created_at, lng, lat, text
Alejandroa151, Tue Apr 21 03:33:01 +0000 2020, -83.139281, 40.125273, Hace la cagada este cabeza de tomate... 
_tyedied, Tue Apr 21 03:33:01 +0000 2020, -122.351716, 48.723973, Fuck I want these 
Calumswldflower, Tue Apr 21 03:33:01 +0000 2020, -81.497150, 41.313501, Wow!! Look at my favorite band @5sos !! https://t.co/OOZW42RJyP 
wintertimechris, Tue Apr 21 03:33:01 +0000 2020, -122.201905, 47.680319, @cryzta_l Excited? To take A&amp;P? Lol 
elle_kae, Tue Apr 21 03:33:01 +0000 2020, -118.411907, 34.020789, Also- why go live on IG when you could make money live on TikTok or live on Twitch 
stripedcivilian, Tue Apr 21 03:33:01 +0000 2020, -80.121529, 26.840806, @thisaintjaquan @playboicarti 
tudomainstream, Tue Apr 21 03:33:02 +0000 2020, -122.435979, 37.770657, @yuninni eu quase comprei mas acabei desistindo.... 
Luna03Claudia, Tue Apr 21 03:33:02 +0000 2020, -95.081025, 29.920874, @xofrcc Me too!! 😭 
OmgitzKara, Tue Apr 21 03:33:02 +0000 2020, -112.322179, 33.605391, Wanna know how my day started with watching two kids a dog and trying to work. It started with one kid locking the… https://t.co/s2u4Baq8uA 
madhatterliz, Tue Apr 21 03:33:02 +0000 2020, -83.139281, 40.125273, GUYS THIS IS NOT A DRILL! I REALIZED MY AESTHETIC! It’s Persephone/Kore. The bitch is flowers and springtime but li… https://t.co/0KMsSzMCfx 
ArcAngelChris_, Tue Apr 21 03:33:02 +0000 2020, -117.998733, 33.692542, I'm going to punch your face! (Guitar riff)In the face!Nooooooo..Oooooooooooook(Punch) 
eyeballfarts, Tue Apr 21 03:33:02 +0000 2020, -74.075801, 41.721930, Someone explain to me how I have a pudgy dad bod AND a tight twink boy bod at the same time ??? 
Boujie_Fa, Tue Apr 21 03:33:02 +0000 2020, -77.604684, 41.117936, Im Really Blossoming Into A New Woman &amp; I LOVE IT!💓 
GIRLEMPOWER, Tue Apr 21 03:33:02 +0000 2020, -112.124676, 33.552863, I don’t eat at Ruth’s Chris fucking steak house with their 20 MILLION DOLLAR BAIL OUT and I’m PISSED because I’m ca… https://t.co/4XiqJpJFGV 
TylerSaintReal, Tue Apr 21 03:33:02 +0000 2020, -88.728421, 34.264073, @Joseoso123 Appreciate it, buddy 
missjadatamia, Tue Apr 21 03:33:03 +0000 2020, -100.076888, 31.168893, i be so proud when im on the aux and everybody start singing the song, i just sit back and watch everybody smiling 😊😊😊 lmao 
BTSxMaAn, Tue Apr 21 03:33:03 +0000 2020, -117.462698, 34.108160, @hanmiumio @BTS_twt @bts_bighit No I didn’t include that. 
Angiemerlin1, Tue Apr 21 03:33:03 +0000 2020, -80.182472, 25.960583, Sometimes I be feeling like the chicken that randomly appeared at my school 
codeofvets, Tue Apr 21 03:33:03 +0000 2020, -85.978600, 35.830522, MISSION ACCOMPLISHEDOne veteran at a time. This brother is worthy. #codeofvets https://t.co/4XJt6ezaQN 
PushaDee_, Tue Apr 21 03:33:03 +0000 2020, -95.326899, 29.547885, 😭😭😭 
CarrieFroese, Tue Apr 21 03:33:03 +0000 2020, -123.123581, 49.257639, @LivingstoneVSB @LivingstoneVSB 
evandunham_, Tue Apr 21 03:33:03 +0000 2020, -72.757385, 41.500753, https://t.co/p60UeHOlJX 
heybanner, Tue Apr 21 03:33:03 +0000 2020, -87.102400, 37.765135, Very fitting final number. #TCMParty 
GoWithStevie, Tue Apr 21 03:33:03 +0000 2020, -87.846586, 41.823954, I went to go buy oil and they gave me money too 😂 
tahj__ivycarter, Tue Apr 21 03:33:03 +0000 2020, -78.748399, 42.907207, only thing i can say is.... we belong together &gt; irreplaceable but that’s about it saweetie. 
reginkingent, Tue Apr 21 03:33:03 +0000 2020, -80.926628, 33.631140, @MrPharaohBreeze You better enjoy little Hennessy and Jack  Daniel 
tomferry, Tue Apr 21 03:33:03 +0000 2020, -117.874032, 33.617638, @1REConfidential ❤️🦁 
Flkat1963, Tue Apr 21 03:33:03 +0000 2020, -80.770661, 28.383287, Just remember who you voted into office, all of those voted into office, remember who done what, and how and when,… https://t.co/VqeDiq1tio 
GrindJournal, Tue Apr 21 03:33:03 +0000 2020, -93.809434, 32.461107, Aye that Mary J Blige track  “A Dream” just goes man 
alessa_buchner8, Tue Apr 21 03:33:03 +0000 2020, -86.116107, 43.238617, Things are going to get better. I’m trusting in His process ✝️ 
PapaRyboy, Tue Apr 21 03:33:03 +0000 2020, -96.339970, 32.970947, no cap 💯💯✅ 
maddieidk, Tue Apr 21 03:33:03 +0000 2020, -83.751503, 42.178922, @SimothyTims @PopTartsUS Yes with brown sugar and cinnamon flavor 
mofo_old, Tue Apr 21 03:33:03 +0000 2020, -82.669467, 40.365160, @mitchellreports Come on Andrea don't be a dumb b****. Nobody feels sorry for you anymore. 
My2Cents_53, Tue Apr 21 03:33:03 +0000 2020, -76.362276, 37.050897, So far 2 episodes of @FamilyGuyonFOX were about pot; weed, marijuana. 🤣 
geekbabe, Tue Apr 21 03:33:03 +0000 2020, -70.996328, 42.419201, @callinyouout81 @GENmag We have a PM here,we like the PM don’t know the owner &amp; don’t suffer any delusional thinkin… https://t.co/v846HHF2J0 
GSDOUBLEU, Tue Apr 21 03:33:03 +0000 2020, -121.998644, 37.973327, Kim Jong hit em with the duke deuce https://t.co/MTLfyJAl0a 
Hypewilliamz, Tue Apr 21 03:33:04 +0000 2020, -74.024507, 40.790512, @MusuWrites https://t.co/AsHiJaPyJP 
kristianclaus, Tue Apr 21 03:33:04 +0000 2020, -84.503066, 34.110776, @PensNation_Nick @atrichmill Daryl give me job. 
LadyLinda420, Tue Apr 21 03:33:04 +0000 2020, -73.948775, 40.655138, Good. Someone fluff his pillows in ICU and accidentally knock a hose out. 
ilenej, Tue Apr 21 03:33:04 +0000 2020, -96.761753, 32.819858, @GregAbbott_TX @KENS5 No thanks. We’ll be staying home or ordering takeaway for now. Ya’ll can infect yourselves. #Coronavirustexas 
DrBonillaOnc, Tue Apr 21 03:33:04 +0000 2020, -75.117998, 40.004866, @atulbutte @lapublichealth Same Stanford #antibody assay in Santa Clara study ~863 people tested. We need tens of t… https://t.co/D7XmKXPbGj 
CrRhoad, Tue Apr 21 03:33:04 +0000 2020, -76.295896, 36.763216, Tokoyo literally fucks everything up 
hashtagcpt, Tue Apr 21 03:33:04 +0000 2020, -71.112377, 42.378197, @eyebraineugenie @asek47 @pjbennett1959 @Mom2aSkater @rosanna_olsen @ritapurity @consult_allegra @futuremanonhulu H… https://t.co/HqincZFywa 
ninnnnakh, Tue Apr 21 03:33:04 +0000 2020, -118.156711, 33.809172, @LouisBeTatted What we doin 👀 
ileanaaam, Tue Apr 21 03:33:04 +0000 2020, -98.317683, 26.208802, i love you, forever 
sarajohnsauce, Tue Apr 21 03:33:05 +0000 2020, -87.967292, 43.056722, So many sirens... 
tatiana_octavia, Tue Apr 21 03:33:05 +0000 2020, -71.421832, 41.817084, @DshmoneyTV It’s time for you to go to bed lmfao 
JakeLang82, Tue Apr 21 03:33:05 +0000 2020, -122.630908, 45.536402, @realDonaldTrump When are things opening? 
nocontextchem, Tue Apr 21 03:33:05 +0000 2020, -77.014398, 38.898603, @yuurgurl Ptdrr t’abuse la star. Love you, dis bonjour a Daddy 🥰 
kingkos__, Tue Apr 21 03:33:05 +0000 2020, -84.315070, 33.874544, @AfriqueInspired Been filing for bankruptcy since 2017 when i was working there. Nothing to see!! 
wtfpadron, Tue Apr 21 03:33:05 +0000 2020, -122.435979, 37.770657, @CaryTai4 I make a better honey mustard 
Goducks2003, Tue Apr 21 03:33:05 +0000 2020, -122.708536, 45.713327, @spickett66 I knew someone would expose him! That’s a lot of L’s for a guy folks try and call the 🐐 #BlessTheirHearts 
AlexCorradetti, Tue Apr 21 03:33:05 +0000 2020, -86.791549, 36.200008, @MarianWyatt @GovBillLee Thanks Marian— I am pretty terrified. Stay safe yourself back home! 
McnabneyErin, Tue Apr 21 03:33:05 +0000 2020, -98.123600, 29.701700, Just posted a photo @ New Braunfels, Texas https://t.co/TfmSQB09TR 
rafaserna1, Tue Apr 21 03:33:05 +0000 2020, -119.782465, 36.786042, @RaiderStoney @blitzchk I would angle it 
FADIA, Tue Apr 21 03:33:05 +0000 2020, -118.411907, 34.020789, Never forget #coolcinema! 
DumpsterBabii, Tue Apr 21 03:33:05 +0000 2020, -87.732013, 41.833585, Enjoy this beautiful old ass memories video my best friend made of our friends n I https://t.co/c4cBtud2Dr 
MorrowAndee, Tue Apr 21 03:33:05 +0000 2020, -105.068348, 39.899287, Niggas really do settle for shit like this 🙄 
OzarkStables, Tue Apr 21 03:33:05 +0000 2020, -92.131274, 34.751936, @RationalMale Time for Tesla https://t.co/nGj0Db7UA7 
ItsJenJenM, Tue Apr 21 03:33:05 +0000 2020, -117.824049, 33.810159, I need help #QuarantineLife https://t.co/E3bZoIZMya 
iembot_jan, Tue Apr 21 03:33:05 +0000 2020, -89.590000, 31.140000, At 7:36 PM CDT, 4 N Baxterville [Lamar Co, MS] EMERGENCY MNGR reports TORNADO. CORRECTS PREVIOUS TSTM WND DMG REPOR… https://t.co/ryy19zWwSX 
josiah956, Tue Apr 21 03:33:05 +0000 2020, -98.245675, 26.240690, Descendant of mammoths 
zacharyhumble, Tue Apr 21 03:33:05 +0000 2020, -87.732013, 41.833585, @renmir_renzo Getting started 
ForeverBethanyy, Tue Apr 21 03:33:06 +0000 2020, -90.253841, 38.798845, how single are you👀:1. No,2. Yes 3. A4. Loyal5. Yes 6. Baby you so mf fine 7. I love you big head 8. Nah I… https://t.co/vC6dR9NNuy 
Scottvickers27, Tue Apr 21 03:33:06 +0000 2020, -88.336118, 41.690508, @FutureNBA0wner MJ robbed himself of 2 
Innervibration, Tue Apr 21 03:33:06 +0000 2020, -79.450863, 43.870947, Excuse me there!! ⠀⠀Hello!??⠀⠀Yes you!!⠀⠀I’m talking to YOU!!⠀⠀I think you’ve got it all wrong!! That was n… https://t.co/LurdJ0BrYh 
crafter_sweet, Tue Apr 21 03:33:06 +0000 2020, -77.437100, 37.537300, Excited to share this item from my #etsy shop: Boxwood wreath,  Farmhouse wreath,  Hi wreath,  Greenery Wreath,  Bu… https://t.co/wAbGCoiE6j 
meganmkli, Tue Apr 21 03:33:06 +0000 2020, -121.584704, 39.151849, Does anyone else wish their AC New Horizons outfits were actually in their closet? Because I definitely do https://t.co/bhrJ371oK7 
meechybabe, Tue Apr 21 03:33:06 +0000 2020, -117.603783, 34.045158, I been cooking way to much lately but I’m enjoying the practice 
arbyannalaniece, Tue Apr 21 03:33:06 +0000 2020, -95.913642, 36.109392, 🍃🥴- Lol I be peeping you flirt w/ my sis 
Kelvinj07988671, Tue Apr 21 03:33:06 +0000 2020, -104.922093, 39.713563, https://t.co/NSJVu00uGH 
anapaty_gr, Tue Apr 21 03:33:06 +0000 2020, -101.166961, 25.032632, Andale, sí. Ahora componle. 🙄 @Javier_Alatorre 
iVoteStyles, Tue Apr 21 03:33:06 +0000 2020, -94.559281, 39.100048, Yes 😋 
jazilzaim, Tue Apr 21 03:33:06 +0000 2020, -123.130836, 49.174242, @kevinroose And what has Kevin built that is so great? hint: Nothing! He is unqualified for those ambitious things… https://t.co/dR7twqsTQm 
DonnellKearney, Tue Apr 21 03:33:06 +0000 2020, -78.895441, 35.990983, Coming out soon!! Thanks to Tye Banks  Watch my comedy special #Ghettorauchi on #AmazonPrime. #Ghettorauchi Watc… https://t.co/XQz4FJhvFL 
DwonSmith, Tue Apr 21 03:33:07 +0000 2020, -83.399779, 33.956384, This sum silly shit Coile would’ve did 😂😂 
BrandonRDavis3, Tue Apr 21 03:33:07 +0000 2020, -98.319925, 38.498196, @tcita Collins is Alabama Poli Sci Grad. Roll Tide!! 
dabrams2021, Tue Apr 21 03:33:07 +0000 2020, -79.861034, 35.170499, @Goodwrench theoretical analysis takes a set of known facts then says with these known facts, the probabilties are… https://t.co/JayAo7ewXR 
IAMDJEASTWOOD, Tue Apr 21 03:33:07 +0000 2020, -76.645223, 40.274234, @ElevateWentz 13-3 
jbussey02, Tue Apr 21 03:33:07 +0000 2020, -85.253692, 34.015725, getting right this morning.. @andrew34106300 @CedartownF @NwGaFootball @RecruitGeorgia https://t.co/u4C7Heoa6K 
twigharper, Tue Apr 21 03:33:07 +0000 2020, -76.620482, 39.284713, INFJ 
DntBeADrag, Tue Apr 21 03:33:07 +0000 2020, -73.831187, 40.670879, Okay gonna give this Fiona Apple album another try as I play GTA. Only got 3 songs in when it came out cuz I fell a… https://t.co/WvrEQShpEs 
charlie13blue, Tue Apr 21 03:33:07 +0000 2020, -83.173867, 32.678207, @MrGeorgeWallace He puts the goober in gubernatorial. 
JJ_Marrero31, Tue Apr 21 03:33:07 +0000 2020, -80.230635, 26.204792, When this is all ends i need some happy hour from Kanpai 😅 
Kevinsanchez414, Tue Apr 21 03:33:07 +0000 2020, -117.363067, 34.531222, @ianndior Get litty, causin a scene 
Fernanda12120, Tue Apr 21 03:33:07 +0000 2020, -121.716454, 37.931388, Mfs be testing my kindness 
MurderInJuly, Tue Apr 21 03:33:07 +0000 2020, -95.446486, 29.838495, @ChipotleTweets @strivinl you okay? 
erickmontes, Tue Apr 21 03:33:07 +0000 2020, -97.754724, 30.323346, @lonnyhurley @super_furry @raind00gg @adrianmquesada @goldlunchbox These could’ve been on my list too. Except for that Weezer. Sorry bruh. 
handi_craaft, Tue Apr 21 03:33:07 +0000 2020, -78.871284, 38.438306, @lSrzvsZ5yQtA9oc https://t.co/Rqqozv7DbD 
CraigWi71497020, Tue Apr 21 03:33:07 +0000 2020, -93.262046, 44.970610, @alexsalvinews @OANN What trump admin talks to Bloomberg news?Serious, just stop. Just say, "I'm making shit up c… https://t.co/MZIz1U58Ef 
CeeMor3, Tue Apr 21 03:33:08 +0000 2020, -97.672732, 30.519340, @MatthedawsonIII Back In this biiiiiitch. I flew in around 4 . 😷 
SherriNicole96, Tue Apr 21 03:33:08 +0000 2020, -118.411907, 34.020789, the plus side is that I don’t feel any type of worry which is good because I was honest but 🤦🏽‍♀️🙈being vulnerabl… https://t.co/Iax3D0feMI 
gabbysimoneeee, Tue Apr 21 03:33:08 +0000 2020, -92.061177, 30.206079, @SanguineSauce LMAOOO 
dserota, Tue Apr 21 03:33:08 +0000 2020, -122.435979, 37.770657, @joespector @wearehims @wearehers @Target Congrats @joespector @AndrewDudum - awesome partnership! Go @wearehims @wearehers !!! 
NomiChronicles, Tue Apr 21 03:33:08 +0000 2020, -118.411907, 34.020789, @porterprints Ooo love the UK! I wanna go back. 
danielleslike, Tue Apr 21 03:33:08 +0000 2020, -97.285913, 32.779967, Watching @meenaharris IG posts about life with her kids and husband makes me excited and terrified about having a family lol 
neilcain1234, Tue Apr 21 03:33:08 +0000 2020, -95.446486, 29.838495, @NBCOlympics @MistyMayTreanor @kerrileewalsh Kerri is such a beast always love watching her! 
AshishAtHome, Tue Apr 21 03:33:08 +0000 2020, -121.445766, 38.539452, make it make sense bruv 
chillinginLV, Tue Apr 21 03:33:08 +0000 2020, -115.223125, 36.232915, @SpeakerPelosi 
hungandhappy, Tue Apr 21 03:33:08 +0000 2020, -73.968542, 40.780709, @PaddyCakesUSA Rebrand is making all my 9.5” happy. 
obeyants, Tue Apr 21 03:33:08 +0000 2020, -106.632718, 35.117002, Was I the only one that hears essential pay?!? https://t.co/8W0zszU8GQ 
duckinugly, Tue Apr 21 03:33:08 +0000 2020, -87.732013, 41.833585, I wqnted a cool 420 photo. to remember these times 🤣 
ArturoMena159, Tue Apr 21 03:33:08 +0000 2020, -100.366033, 25.650287, @pilichon2305 @LyndaParra16 Cae en pedazos 
ashlyngiardono_, Tue Apr 21 03:33:08 +0000 2020, -89.017567, 42.257146, my moms favorite thing to do is post shitty pictures of me on facebook from horrible angles. does anyone else have this issue 
jcpadilla95, Tue Apr 21 03:33:08 +0000 2020, -106.162898, 28.941866, https://t.co/bkiqq832Bh 
LevelUpBre88, Tue Apr 21 03:33:08 +0000 2020, -90.011008, 29.982601, You Are Actions 💯💯💯 
jonspoon__, Tue Apr 21 03:33:08 +0000 2020, -98.422527, 34.620960, i need a anime to watch bruh 
QRoonjha, Tue Apr 21 03:33:09 +0000 2020, -74.377998, 40.538787, @RagnarSlothbro_ Why to do more violence? Aren’t we already done with enough? 
lilmomohoney, Tue Apr 21 03:33:09 +0000 2020, -123.122401, 44.065621, Bitchhhh 💀💀💀🤣🤣 @SophieFontana 
OperationProud, Tue Apr 21 03:33:09 +0000 2020, -116.002960, 36.201993, @ninoboxer ❤️✝️🙏❤️❤️✝️🙏🙏🇺🇸🇺🇸🇺🇸 always 
MelvinC8, Tue Apr 21 03:33:09 +0000 2020, -97.285913, 32.779967, Or just me 
Palobv12, Tue Apr 21 03:33:09 +0000 2020, -115.229180, 31.789670, Uta todo mundo ha de andar bien horneado ahorita.... bueno al menos el 80% de mis compañeros de trabajo 
RosemarySzaczk1, Tue Apr 21 03:33:09 +0000 2020, -79.986377, 40.412009, You know I was just thinking these long lines for this food most of these people I'm sure get more money than I eve… https://t.co/8V2IV1jbMc 
hollycdrn, Tue Apr 21 03:33:09 +0000 2020, -96.544443, 32.924258, @disneyplus @Disney @Cary_Elwes @RealRobinWright Yea!! My all time favorite movie!! 
urcynsaition, Tue Apr 21 03:33:09 +0000 2020, -75.117998, 40.004866, I’m just ready to be off already 😩 
themonallysa, Tue Apr 21 03:33:09 +0000 2020, -121.469664, 38.561722, LOL why’d it give me green eyes doe🙃 https://t.co/1wV2XjjMEN https://t.co/MVvorYhodc 
JHoliday2020, Tue Apr 21 03:33:09 +0000 2020, -86.793917, 33.542237, 10:33 
DJRiffRaff, Tue Apr 21 03:33:09 +0000 2020, -118.156711, 33.809172, @JoyAnnReid I respectfully disagree. There are a lot of white voters that are not Republicans and definitely not a… https://t.co/YsCiEGE29c 
StaceyD411, Tue Apr 21 03:33:09 +0000 2020, -92.131274, 34.751936, @tammybettiga57 @ksorbs @hrenee80 Yes, quite devious marketing especially for our youth. 
AlbaneseAlyssa, Tue Apr 21 03:33:09 +0000 2020, -87.798305, 42.795755, Carlos was the ONLY fine one in Big Time Rush and I’m ready for debate so go ahead and try it!!! 
antifri3nd5, Tue Apr 21 03:33:09 +0000 2020, -122.710643, 47.594831, What I've been doing for hours. Sewing fingers hurting #OldSchoolPunk #MetalHead #Patches #sewing https://t.co/LUH49WGowq 
OGElmoCooks, Tue Apr 21 03:33:09 +0000 2020, -95.446486, 29.838495, @tayLOVEjones 😂😂😂 
RosemarySzaczk1, Tue Apr 21 03:33:09 +0000 2020, -79.986377, 40.412009, Also I help my kids and some times they help me but they are not any better off than I am so why I'm telling u this… https://t.co/YmaUjOTC8B 
serenareylin, Tue Apr 21 03:33:09 +0000 2020, -117.397616, 33.935822, @brookemiccio Ugh can’t wait 👏🏼💖 
JaeRoyalty, Tue Apr 21 03:33:09 +0000 2020, -73.483168, 40.750449, @nancytaughtyou @BavBoyKaj @Aydin_Adam Ohh no! 🤯 
FUCKZOE, Tue Apr 21 03:33:09 +0000 2020, -73.968542, 40.780709, This nigga Ned Stark shoulda fake bent the knee and went back home. Conspired against those bitch. His loyalty got him kilt. Idiot. 
ZacSweers, Tue Apr 21 03:33:10 +0000 2020, -73.968542, 40.780709, @ChristianSelig Which mac do you have?! They're fast but cores win in builds, I don't think the pro has 6 cores? 
fairybawsmuva, Tue Apr 21 03:33:10 +0000 2020, -119.306608, 37.269176, @kayylasap Can’t wait to put your pretty ass in my lashes 💕 
missmeatcleaver, Tue Apr 21 03:33:10 +0000 2020, -111.883000, 40.750000, Ouchie. Boo-boo @ Salt Lake City, Utah https://t.co/SAWHdX6eoG 
flakaa4_, Tue Apr 21 03:33:10 +0000 2020, -121.796444, 37.985661, My mom is making aguachiles🥵🥵 
localbrewmag, Tue Apr 21 03:33:10 +0000 2020, -90.318879, 38.798821, Repost from @narrowgaugebeer•Available on our online store tonight at 8pm:•-MT. KUSHMORE (IPA•7% ABV•55 IBU) do… https://t.co/TD2kKIPU1n 
UKfaninOH, Tue Apr 21 03:33:10 +0000 2020, -81.896499, 40.982338, @LamarJacksonMVP Wait what? 
TribTomWharton, Tue Apr 21 03:33:10 +0000 2020, -111.947395, 40.656940, @tate28 Finally, thanks for being so kind. I kind of jumped to the wrong conclusion. Good luck! 
nocontextchem, Tue Apr 21 03:33:10 +0000 2020, -77.014398, 38.898603, @zeanna_2 Tragic 
dimplesrealdeep, Tue Apr 21 03:33:10 +0000 2020, -87.732013, 41.833585, Aint met a nigga who can handle ME 
Danzoboomafoo, Tue Apr 21 03:33:10 +0000 2020, -79.913521, 43.260695, @TheRickWilson Aww, cmon man! 
Nickcisneros12, Tue Apr 21 03:33:10 +0000 2020, -95.158936, 29.668301, i’ve never been photogenic 
_racheldane_, Tue Apr 21 03:33:10 +0000 2020, -117.022695, 38.502147, @glo_789 Lucifer!!!! 
frankthecubfan, Tue Apr 21 03:33:10 +0000 2020, -88.374562, 40.465877, Scottie Pippen was balling out in the 98 postseason before the back went out.  Guy was lethal defensively.  #TheLastDance #Bulls 
questioncom, Tue Apr 21 03:33:10 +0000 2020, -71.421832, 41.817084, It’s fucking trash. Everyday a bunch of new tik tok videos show up. Fuck that app and those trash ass kids particip… https://t.co/kAHZZdohRd 
calebgatlin_, Tue Apr 21 03:33:11 +0000 2020, -85.688107, 38.120774, Alone 
ASymonee_, Tue Apr 21 03:33:11 +0000 2020, -93.809434, 32.461107, Mane i gotta throw up so mfkn bad 
BryanWillJo, Tue Apr 21 03:33:10 +0000 2020, -95.913642, 36.109392, When affecting change in your life, your community, or your world, even the smallest choices, changes, and outcomes… https://t.co/M4eZtquHBN 
KharizmasWorld, Tue Apr 21 03:33:11 +0000 2020, -95.446486, 29.838495, to my living room. 
MartinFotografo, Tue Apr 21 03:33:11 +0000 2020, -77.176680, 38.776676, @drcesar01 @FelixPortes @PanchoDrogasII @Ruiz12Ivan @PoliciaRD @MencoJonas @donfelixSPM @DrLuisDSuero HeheUno se r… https://t.co/OMdOLixjQP 
CharFrostNV, Tue Apr 21 03:33:11 +0000 2020, -115.135165, 36.060964, @erikjimeneznv Right there with ya, Brother. 
khaimtran, Tue Apr 21 03:33:11 +0000 2020, -157.861500, 21.308600, azurealamoana making progress! @ Honolulu, Hawaii https://t.co/8s9Hhg9WRM 
EconomyCreators, Tue Apr 21 03:33:11 +0000 2020, -118.564453, 34.307144, #EatWhatYouKill #Sp500 before and after! #daytrading #trading #forex #daytrader #stocks #trader #forextrader… https://t.co/QJobzYHQiJ 
FredASchmauch, Tue Apr 21 03:33:11 +0000 2020, -111.815491, 40.652283, @amandacarpenter just one more white old idiot male. 
LaRoyThomas99, Tue Apr 21 03:33:11 +0000 2020, -118.156711, 33.809172, We smoke strong everyday lol 😂 
GI_Lovelii, Tue Apr 21 03:33:11 +0000 2020, -95.470069, 29.537410, Did you at least pinch the bitch? 
TreyMCarter, Tue Apr 21 03:33:11 +0000 2020, -118.411907, 34.020789, I love you @KatlynnSimone 🙏🏾😩😩😩😩😩😩❤️❤️ 
LostDodgers, Tue Apr 21 03:33:11 +0000 2020, -81.367773, 28.501678, @DodgermanGames CoD Warzone? 
dontcallmeneqer, Tue Apr 21 03:33:11 +0000 2020, -100.293591, 25.641718, @SuzetteOrozco yase lol u_u 
joseph_p7, Tue Apr 21 03:33:11 +0000 2020, -82.442694, 27.996595, @PepperellEddie That’s actually 1000 barrels, Eddie. 
pondfamily, Tue Apr 21 03:33:11 +0000 2020, -77.101999, 38.880845, @BikeGillian @BikeArlington @ArlingtonVA @arlingtondems Thanks for the reminder! @ilovearlingtonv @ArlingtonVA… https://t.co/hsugS47C1m 
LowHandicap1, Tue Apr 21 03:33:11 +0000 2020, -95.446486, 29.838495, @Trust333333 @GregAbbott_TX @KENS5 Whatever chicken little.  Hide the rest of the year if you want. 
bigpimpin23, Tue Apr 21 03:33:11 +0000 2020, -91.209121, 43.805644, @RiderofWolves Yup 
gadzooks114, Tue Apr 21 03:33:11 +0000 2020, -80.148654, 26.468848, #trump is a  #coward He knows the numbers will go way up if he supports buying re-agents for the whole #nation. And… https://t.co/2nerzo1ICD 
chuckazooloo, Tue Apr 21 03:33:12 +0000 2020, -97.754724, 30.323346, @PFuggeta @jabluesman @brad_farford @gchoate84 @astoriacub7 @SkipjackSlayaTN @Mark_Kalet @KFaulders… https://t.co/QFoVXcvCFX 
dergobj, Tue Apr 21 03:33:12 +0000 2020, -83.265121, 42.312628, @JNM271 😂😂😂😂😂😂😂😂😂 
NVEarthquakes, Tue Apr 21 03:33:12 +0000 2020, -118.730500, 38.173100, Magnitude 1.6 #earthquake, 29.9 km NE of Mono Lake, CA https://t.co/agw0vNCIlA 
afsanchez96, Tue Apr 21 03:33:12 +0000 2020, -83.173867, 32.678207, All different forms of pink but pink nevertheless 
makeLIVtome, Tue Apr 21 03:33:12 +0000 2020, -94.774577, 38.954341, A man I briefly dated told me my body is a wonderland when I re-matched with him on Hinge and I would like to traum… https://t.co/n0tPWQzaef 
anquansha, Tue Apr 21 03:33:12 +0000 2020, -79.861034, 35.170499, @_DomoWilson1 Wicks laugh is so contagious! I was having a horrible day and bam... hearing him laugh and seeing his… https://t.co/O6Lg0Ux81S 
Narda1, Tue Apr 21 03:33:12 +0000 2020, -118.918886, 34.188478, https://t.co/it5kycFkLW 
vcrboy, Tue Apr 21 03:33:12 +0000 2020, -80.178392, 26.039680, I wish the clubs were open this weekend so I could get hammered after finals 
kendew94, Tue Apr 21 03:33:12 +0000 2020, -86.791549, 36.200008, What’s up what yall doing ? https://t.co/IXs0TMVuwM 
Matthew_165, Tue Apr 21 03:33:12 +0000 2020, -118.156711, 33.809172, @vineelpasam Hell ya baby 😎 
kerr_aim, Tue Apr 21 03:33:12 +0000 2020, -96.672767, 33.112317, Challenge- what can you make out of a kitchen trash bag? Rohit made a AIM T-shirt! I love it!!! This is one of the… https://t.co/ADGUrAupDp 
FerrNando_o, Tue Apr 21 03:33:13 +0000 2020, -95.446486, 29.838495, "Te extraño en las tardes, quizás no es amor lo que me hace buscarte..." 
ovoxoblu3, Tue Apr 21 03:33:13 +0000 2020, -81.705467, 41.495940, This been a good ass day fr 
Amandasalmeidaa, Tue Apr 21 03:33:13 +0000 2020, -83.173867, 32.678207, Toda vez que vou marcar a @jovadasil em alguma coisa primeiro escrevo “vanna” e falho miseravelmente. 🤬 
JanaBananaSays, Tue Apr 21 03:33:13 +0000 2020, -111.560519, 33.198235, Listening to @kroq rn. Music brings me peace. 
chevy_lord_, Tue Apr 21 03:33:13 +0000 2020, -95.381906, 29.915188, @BRIOBADASS Yerrrrr 
CarlWeathersen, Tue Apr 21 03:33:13 +0000 2020, -87.732013, 41.833585, @ethnicohioan @alicein2chains Cammer-ah! 
yasiinbey_____, Tue Apr 21 03:33:13 +0000 2020, -118.411907, 34.020789, @TaiTruths they match us more than any other zodiac though 
_MichaelSerna, Tue Apr 21 03:33:13 +0000 2020, -112.167169, 33.558502, They teased Dre vs Puff? Help. 
CodyHaynes18, Tue Apr 21 03:33:13 +0000 2020, -88.336118, 41.690508, my boy 🐐 
nicefaceilikeit, Tue Apr 21 03:33:14 +0000 2020, -73.831187, 40.670879, she was high asf, happy 4/20 
90Xose, Tue Apr 21 03:33:14 +0000 2020, -122.588975, 45.630589, All them oil union workers, how y’all holding up ? Lol 😂 
ABGray, Tue Apr 21 03:33:14 +0000 2020, -87.732013, 41.833585, @mixcom @Twitter @KennyEdmonds @TeddyRiley1 I hear you but the reports are not very good. 
myrudy32, Tue Apr 21 03:33:14 +0000 2020, -84.412759, 42.711251, @myrudy32 Nope. Let him go out first. Breathe deeply 
